Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/items,68,0,4,4.466591176424117,2.3522999999840977,23.518500000136555,76.0,4.830265818955421,0.0,4,4,5,5,7,8,10,24,24,24,24
,Aggregated,68,0,4,4.466591176424117,2.3522999999840977,23.518500000136555,76.0,4.830265818955421,0.0,4,4,5,5,7,8,10,24,24,24,24
